File,Line,URL,Link Text,Type,Status,Issue Type,HTTP Status,Relevance Score,Suggested Action,Repair Available,Suggested URL,Repair Confidence,Notes
2024-03-05-cloud-migration-journey-guide.md,189,https://azure.microsoft.com/en-us/resources/cloud-migration-best-practices/),,inline,broken,not_found,404,,,No,,,
2024-03-05-cloud-migration-journey-guide.md,190,https://www.gartner.com/en/information-technology/glossary/cloud-migration,Cloud Migration,inline,degraded,http_403,403,,,No,,,
2024-03-05-cloud-migration-journey-guide.md,190,https://www.gartner.com/en/information-technology/glossary/cloud-migration),,inline,degraded,http_403,403,,,No,,,
2024-11-05-pizza-calculator.md,257,https://hbr.org/2014/10/what-you-eat-affects-your-productivity,analysis of workplace nutrition impact,citation,valid,,200,,,No,,,
2024-11-05-pizza-calculator.md,257,https://www.forbes.com/sites/kevinkruse/2015/12/08/how-successful-teams-use-food/,Team Building Through Food,inline,broken,not_found,404,,,No,,,
2024-11-05-pizza-calculator.md,257,https://hbr.org/2014/10/what-you-eat-affects-your-productivity),,inline,broken,not_found,404,,,No,,,
2024-11-05-pizza-calculator.md,257,https://www.forbes.com/sites/kevinkruse/2015/12/08/how-successful-teams-use-food/),,inline,broken,not_found,404,,,No,,,
2024-09-19-biomimetic-robotics.md,210,https://wyss.harvard.edu/,Wyss Institute for Biologically Inspired Engineering,inline,valid,,200,,,No,,,
2024-09-19-biomimetic-robotics.md,210,https://softroboticstoolkit.com/,Soft Robotics Toolkit,inline,valid,,200,,,No,,,
2024-09-19-biomimetic-robotics.md,210,https://wyss.harvard.edu/),,inline,valid,,200,,,No,,,
2024-09-19-biomimetic-robotics.md,210,https://softroboticstoolkit.com/),,inline,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,28,https://www.iea.org/reports/data-centres-and-data-transmission-networks,data centers consuming 4% of global electricity,inline,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,28,https://www.iea.org/reports/data-centres-and-data-transmission-networks).,,inline,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,287,https://www.epa.gov/climateleadership/scope-2-inventory-guidance,45% reduction in Scope 2 emissions,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,287,https://www.epa.gov/climateleadership/scope-2-inventory-guidance),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,288,https://www.iea.org/reports/data-centres-and-data-transmission-networks,30% decrease in energy consumption,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,288,https://www.iea.org/reports/data-centres-and-data-transmission-networks),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,289,https://www.google.com/about/datacenters/renewable/,60% of computing workloads running on renewable energy,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,289,https://www.google.com/about/datacenters/renewable/),,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,290,https://www.nature.com/articles/s41558-020-0837-6,25% reduction in total environmental footprint,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,290,https://www.nature.com/articles/s41558-020-0837-6),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,293,https://aws.amazon.com/blogs/compute/understanding-cpu-utilization/,40% to 75%,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,293,https://aws.amazon.com/blogs/compute/understanding-cpu-utilization/),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,294,https://cloud.google.com/compute/docs/memory-optimized-machines,Memory efficiency improved by 50%,documentation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,294,https://cloud.google.com/compute/docs/memory-optimized-machines),,documentation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,295,https://azure.microsoft.com/en-us/blog/optimize-storage-costs/,Storage costs reduced by 35%,documentation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,295,https://azure.microsoft.com/en-us/blog/optimize-storage-costs/),,documentation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,296,https://www.cloudflare.com/learning/performance/more/bandwidth-optimization/,Network data transfer decreased by 40%,documentation,degraded,http_403,403,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,296,https://www.cloudflare.com/learning/performance/more/bandwidth-optimization/),,documentation,degraded,http_403,403,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,302,https://www.energy.gov/eere/buildings/data-center-energy-efficiency,40% decrease in electricity expenses,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,302,https://www.energy.gov/eere/buildings/data-center-energy-efficiency),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,303,https://www.gartner.com/en/newsroom/press-releases/2023-hardware-sustainability,25% reduction in hardware procurement needs,citation,degraded,http_403,403,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,303,https://www.gartner.com/en/newsroom/press-releases/2023-hardware-sustainability),,citation,degraded,http_403,403,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,304,https://uptimeinstitute.com/resources/research-and-reports,15% improvement in operational efficiency,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,304,https://uptimeinstitute.com/resources/research-and-reports),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,396,https://arxiv.org/abs/2504.00518,Carbon and Reliability-Aware Computing for Heterogeneous Data Centers,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,396,https://arxiv.org/abs/2504.00518)**,,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,400,https://arxiv.org/abs/2404.01459,Game-Theoretic Deep RL to Minimize Carbon Emissions for AI Inference,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,400,https://arxiv.org/abs/2404.01459)**,,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,404,https://arxiv.org/abs/2310.08087,A Carbon Tracking Model for Federated Learning,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,404,https://arxiv.org/abs/2310.08087)**,,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,408,https://arxiv.org/abs/2504.01036,Carbon Footprint Evaluation of LLM Code Generation,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,408,https://arxiv.org/abs/2504.01036)**,,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,414,https://sustainability.google/reports/,Google Environmental Report 2024,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,414,https://sustainability.google/reports/),,citation,degraded,http_405,405,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,415,https://www.microsoft.com/en-us/sustainability,Microsoft Sustainability Report,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,415,https://www.microsoft.com/en-us/sustainability),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,416,https://sustainability.aboutamazon.com/environment/the-cloud,AWS Sustainability,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,416,https://sustainability.aboutamazon.com/environment/the-cloud),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,417,https://theshiftproject.org/en/lean-ict-2/,The Shift Project,inline,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,417,https://theshiftproject.org/en/lean-ict-2/),,inline,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,422,https://www.iea.org/reports/data-centres-and-data-transmission-networks,IEA Data Centers Report,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,422,https://www.iea.org/reports/data-centres-and-data-transmission-networks),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,423,https://uptimeinstitute.com/resources/research-and-reports,Uptime Institute Global Survey,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,423,https://uptimeinstitute.com/resources/research-and-reports),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,440,https://greensoftware.foundation/,Green Software Foundation,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,440,https://greensoftware.foundation/),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,441,https://arxiv.org/abs/2204.05149,"The Carbon Footprint of Machine Learning Training Will Plateau, Then Shrink",citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,441,https://arxiv.org/abs/2204.05149),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,442,https://www.climatechange.ai/,Climate Change AI,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,442,https://www.climatechange.ai/),,citation,broken,not_found,404,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,443,https://www.sustainablewebmanifesto.com/,Sustainable Web Manifesto,citation,valid,,200,,,No,,,
2024-07-16-sustainable-computing-carbon-footprint.md,443,https://www.sustainablewebmanifesto.com/),,citation,valid,,200,,,No,,,
2024-04-19-mastering-prompt-engineering-llms.md,302,https://www.promptingguide.ai/,Prompt Engineering Guide,documentation,valid,,200,,,No,,,
2024-04-19-mastering-prompt-engineering-llms.md,302,https://www.promptingguide.ai/),,documentation,broken,not_found,404,,,No,,,
2024-04-19-mastering-prompt-engineering-llms.md,303,https://learnprompting.org/,Learn Prompting,documentation,valid,,200,,,No,,,
2024-04-19-mastering-prompt-engineering-llms.md,303,https://learnprompting.org/),,documentation,broken,not_found,404,,,No,,,
2024-04-19-mastering-prompt-engineering-llms.md,304,https://platform.openai.com/docs/guides/prompt-engineering,OpenAI's Prompt Engineering Guidelines,documentation,degraded,http_403,403,,,No,,,
2024-04-19-mastering-prompt-engineering-llms.md,304,https://platform.openai.com/docs/guides/prompt-engineering),,documentation,degraded,http_403,403,,,No,,,
2024-04-19-mastering-prompt-engineering-llms.md,305,https://docs.anthropic.com/claude/docs,Anthropic's Guide to Claude,documentation,valid,,200,,,No,,,
2024-04-19-mastering-prompt-engineering-llms.md,305,https://docs.anthropic.com/claude/docs),,documentation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,31,https://images.unsplash.com/photo-1677442136019-21780ecad995?w=1920&q=80,Artificial intelligence and neural network visualization,citation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,31,https://images.unsplash.com/photo-1677442136019-21780ecad995?w=1920&q=80),,citation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,133,https://ollama.ai/,Ollama,inline,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,133,https://ollama.ai/),,inline,degraded,http_405,405,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,137,https://ollama.ai/install.sh,,inline,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,162,https://github.com/ggerganov/llama.cpp,llama.cpp,resource,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,162,https://github.com/ggerganov/llama.cpp):,,resource,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,166,https://github.com/ggerganov/llama.cpp,,resource,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,182,https://github.com/oobabooga/text-generation-webui,text-generation-webui,resource,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,182,https://github.com/oobabooga/text-generation-webui):,,resource,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,186,https://github.com/oobabooga/text-generation-webui,,resource,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,399,https://github.com/ollama/ollama,Ollama Documentation,documentation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,399,https://github.com/ollama/ollama),,documentation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,400,https://github.com/ggerganov/llama.cpp,Llama.cpp Guide,documentation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,400,https://github.com/ggerganov/llama.cpp),,documentation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,401,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard,Local LLM Leaderboard,documentation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,401,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard),,documentation,degraded,http_401,401,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,402,https://github.com/williamzujkowski/local-llm-toolkit,My LLM Deployment Scripts,documentation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,402,https://github.com/williamzujkowski/local-llm-toolkit),,documentation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,410,https://arxiv.org/abs/2011.05068,Privacy Risks of General-Purpose Language Models,citation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,410,https://arxiv.org/abs/2011.05068)**,,citation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,414,https://arxiv.org/abs/2012.07805,Extracting Training Data from Large Language Models,citation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,414,https://arxiv.org/abs/2012.07805)**,,citation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,420,https://arxiv.org/abs/2208.07339,LLM.int8(): 8-bit Matrix Multiplication,citation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,420,https://arxiv.org/abs/2208.07339)**,,citation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,424,https://arxiv.org/abs/2210.17323,GPTQ: Accurate Post-Training Quantization,citation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,424,https://arxiv.org/abs/2210.17323)**,,citation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,430,https://ollama.ai/,Ollama Documentation,documentation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,430,https://ollama.ai/)**,,inline,degraded,http_405,405,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,431,https://python.langchain.com/,LangChain,documentation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,431,https://python.langchain.com/)**,,documentation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,432,https://huggingface.co/models,Hugging Face Model Hub,documentation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,432,https://huggingface.co/models)**,,documentation,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,436,https://gdpr-info.eu/art-25-gdpr/,GDPR Article 25,news,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,436,https://gdpr-info.eu/art-25-gdpr/)**,,inline,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,437,https://www.hhs.gov/hipaa/for-professionals/security/,HIPAA Security Rule,news,degraded,http_403,403,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,437,https://www.hhs.gov/hipaa/for-professionals/security/)**,,news,degraded,http_403,403,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,438,https://www.nist.gov/privacy-framework,NIST Privacy Framework,news,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,438,https://www.nist.gov/privacy-framework)**,,news,broken,not_found,404,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,442,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard,LLM Performance Leaderboard,citation,valid,,200,,,No,,,
2025-06-25-local-llm-deployment-privacy-first.md,442,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard),,citation,degraded,http_401,401,,,No,,,
2024-10-10-blockchain-beyond-cryptocurrency.md,33,https://images.unsplash.com/photo-1677442136019-21780ecad995?w=1920&q=80,Artificial intelligence and neural network visualization,inline,valid,,200,,,No,,,
2024-10-10-blockchain-beyond-cryptocurrency.md,33,https://images.unsplash.com/photo-1677442136019-21780ecad995?w=1920&q=80),,inline,valid,,200,,,No,,,
2024-10-10-blockchain-beyond-cryptocurrency.md,241,https://entethalliance.org/,Enterprise Ethereum Alliance,inline,degraded,http_403,403,,,No,,,
2024-10-10-blockchain-beyond-cryptocurrency.md,241,https://www.hyperledger.org/,Hyperledger Foundation,inline,valid,,200,,,No,,,
2024-10-10-blockchain-beyond-cryptocurrency.md,241,https://dci.mit.edu/,MIT Digital Currency Initiative,inline,degraded,http_403,403,,,No,,,
2024-10-10-blockchain-beyond-cryptocurrency.md,241,https://entethalliance.org/),,inline,degraded,http_403,403,,,No,,,
2024-10-10-blockchain-beyond-cryptocurrency.md,241,https://www.hyperledger.org/),,inline,broken,not_found,404,,,No,,,
2024-10-10-blockchain-beyond-cryptocurrency.md,241,https://dci.mit.edu/),,inline,degraded,http_403,403,,,No,,,
2024-05-30-ai-learning-resource-constrained.md,303,https://efficientdlbook.github.io/,Efficient Deep Learning Book,citation,broken,not_found,404,,,No,,,
2024-05-30-ai-learning-resource-constrained.md,303,https://efficientdlbook.github.io/),,citation,broken,not_found,404,,,No,,,
2024-05-30-ai-learning-resource-constrained.md,304,https://www.tinyml.org/,TinyML Foundation,citation,valid,,200,,,No,,,
2024-05-30-ai-learning-resource-constrained.md,304,https://www.tinyml.org/),,citation,broken,not_found,404,,,No,,,
2024-05-30-ai-learning-resource-constrained.md,305,https://arxiv.org/abs/1907.10597,Green AI Research,citation,valid,,200,,,No,,,
2024-05-30-ai-learning-resource-constrained.md,305,https://arxiv.org/abs/1907.10597),,citation,broken,not_found,404,,,No,,,
2024-05-30-ai-learning-resource-constrained.md,306,https://arxiv.org/abs/1910.01108,DistilBERT Paper,citation,valid,,200,,,No,,,
2024-05-30-ai-learning-resource-constrained.md,306,https://arxiv.org/abs/1910.01108),,citation,broken,not_found,404,,,No,,,
2024-06-25-designing-resilient-systems.md,296,https://sre.google/books/building-secure-reliable-systems/,Building Secure and Reliable Systems,citation,valid,,200,,,No,,,
2024-06-25-designing-resilient-systems.md,296,https://sre.google/books/building-secure-reliable-systems/),,citation,valid,,200,,,No,,,
2024-06-25-designing-resilient-systems.md,297,https://www.amazon.com/Antifragile-Things-That-Disorder-Incerto/dp/0812979680,Antifragile: Things That Gain from Disorder,citation,degraded,http_405,405,,,No,,,
2024-06-25-designing-resilient-systems.md,297,https://www.amazon.com/Antifragile-Things-That-Disorder-Incerto/dp/0812979680),,citation,degraded,http_405,405,,,No,,,
2024-06-25-designing-resilient-systems.md,298,https://www.oreilly.com/library/view/chaos-engineering/9781492043850/,Chaos Engineering: System Resiliency in Practice,citation,valid,,200,,,No,,,
2024-06-25-designing-resilient-systems.md,298,https://www.oreilly.com/library/view/chaos-engineering/9781492043850/),,citation,broken,not_found,404,,,No,,,
2024-06-25-designing-resilient-systems.md,299,https://www.resilience-engineering-association.org/,The Resilience Engineering Association,inline,valid,,200,,,No,,,
2024-06-25-designing-resilient-systems.md,299,https://www.resilience-engineering-association.org/),,inline,valid,,200,,,No,,,
2025-03-10-raspberry-pi-security-projects.md,104,https://install.pi-hole.net,,inline,degraded,http_405,405,,,No,,,
2025-03-10-raspberry-pi-security-projects.md,108,https://raw.githubusercontent.com/RPiList/specials/master/Blocklists/malware.txt,,inline,broken,not_found,404,,,No,,,
2025-03-10-raspberry-pi-security-projects.md,109,https://raw.githubusercontent.com/RPiList/specials/master/Blocklists/ransomware.txt,,inline,broken,not_found,404,,,No,,,
2025-03-10-raspberry-pi-security-projects.md,110,https://raw.githubusercontent.com/RPiList/specials/master/Blocklists/phishing.txt,,inline,broken,not_found,404,,,No,,,
2025-03-10-raspberry-pi-security-projects.md,267,https://www.canakit.com/,CanaKit,inline,valid,,200,,,No,,,
2025-03-10-raspberry-pi-security-projects.md,267,https://www.canakit.com/),,inline,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,167,https://embodied-ai.org/,Stanford Embodied AI Workshop,citation,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,167,https://embodied-ai.org/),,citation,broken,not_found,404,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,173,https://arxiv.org/abs/2304.02195,Embodied AI: From Research to Applications,citation,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,173,https://arxiv.org/abs/2304.02195)**,,citation,broken,not_found,404,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,177,https://arxiv.org/abs/1611.03673,Learning to Navigate in Complex Environments,citation,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,177,https://arxiv.org/abs/1611.03673)**,,citation,broken,not_found,404,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,183,https://arxiv.org/abs/1812.11103,Sim-to-Real Transfer in Deep Reinforcement Learning,citation,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,183,https://arxiv.org/abs/1812.11103)**,,citation,broken,not_found,404,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,187,https://arxiv.org/abs/1910.11215,RoboNet: Large-Scale Multi-Robot Learning,citation,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,187,https://arxiv.org/abs/1910.11215)**,,citation,broken,not_found,404,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,193,https://developer.nvidia.com/isaac-sim,NVIDIA Isaac Sim,inline,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,193,https://developer.nvidia.com/isaac-sim)**,,inline,broken,not_found,404,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,194,https://unity.com/products/machine-learning-agents,Unity ML-Agents,inline,timeout,timeout,,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,194,https://unity.com/products/machine-learning-agents)**,,inline,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,195,https://gym.openai.com/,OpenAI Gym,inline,error,connection_error,,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,195,https://gym.openai.com/)**,,inline,error,connection_error,,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,196,https://mujoco.org/,MuJoCo,inline,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,196,https://mujoco.org/)**,,inline,broken,not_found,404,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,200,https://www.media.mit.edu/people/minsky/,The Society of Mind,inline,valid,,200,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,200,https://www.media.mit.edu/people/minsky/)**,,inline,broken,not_found,404,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,204,https://ieeexplore.ieee.org/document/1362308,Developmental Robotics,citation,degraded,http_418,418,,,No,,,
2024-09-09-embodied-ai-teaching-agents.md,204,https://ieeexplore.ieee.org/document/1362308)**,,citation,degraded,http_418,418,,,No,,,
2024-08-13-high-performance-computing.md,199,https://www.top500.org/,Top500 List,inline,valid,,200,,,No,,,
2024-08-13-high-performance-computing.md,199,https://www.exascaleproject.org/,Exascale Computing Project,inline,degraded,http_403,403,,,No,,,
2024-08-13-high-performance-computing.md,199,https://www.top500.org/),,inline,broken,not_found,404,,,No,,,
2024-08-13-high-performance-computing.md,199,https://www.exascaleproject.org/),,inline,degraded,http_403,403,,,No,,,
2025-05-10-building-security-mindset-lessons-from-field.md,303,/about/#contact,reach out,inline,error,connection_error,,,,No,,,
2025-05-10-building-security-mindset-lessons-from-field.md,303,https://linkedin.com/in/williamzujkowski,LinkedIn,inline,broken,server_error,999,,,No,,,
2025-05-10-building-security-mindset-lessons-from-field.md,303,https://linkedin.com/in/williamzujkowski).*,,inline,broken,server_error,999,,,No,,,
2024-10-03-quantum-computing-defense.md,241,https://www.quantum.gov/,Quantum.gov,citation,degraded,http_403,403,,,No,,,
2024-10-03-quantum-computing-defense.md,241,https://csrc.nist.gov/Projects/post-quantum-cryptography,NIST's Post-Quantum Cryptography project,citation,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,241,https://www.quantum.gov/),,citation,degraded,http_403,403,,,No,,,
2024-10-03-quantum-computing-defense.md,241,https://csrc.nist.gov/Projects/post-quantum-cryptography),,citation,broken,not_found,404,,,No,,,
2024-10-03-quantum-computing-defense.md,247,https://csrc.nist.gov/projects/post-quantum-cryptography,NIST Post-Quantum Cryptography Standardization,news,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,247,https://csrc.nist.gov/projects/post-quantum-cryptography)**,,news,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,251,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413.pdf,Status Report on the Third Round of the NIST PQC Standardization Process,citation,broken,not_found,404,,,No,,,
2024-10-03-quantum-computing-defense.md,251,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413.pdf)**,,citation,broken,not_found,404,,,No,,,
2024-10-03-quantum-computing-defense.md,257,https://www.nature.com/articles/s41586-019-1666-5,Quantum Supremacy Using a Programmable Superconducting Processor,citation,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,257,https://www.nature.com/articles/s41586-019-1666-5)**,,citation,broken,not_found,404,,,No,,,
2024-10-03-quantum-computing-defense.md,261,https://www.nap.edu/catalog/25196/quantum-computing-progress-and-prospects,Quantum Computing: Progress and Prospects,inline,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,261,https://www.nap.edu/catalog/25196/quantum-computing-progress-and-prospects)**,,inline,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,267,https://www.cisa.gov/quantum,CISA Post-Quantum Cryptography Initiative,news,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,267,https://www.cisa.gov/quantum)**,,inline,broken,not_found,404,,,No,,,
2024-10-03-quantum-computing-defense.md,268,https://www.nsa.gov/Cybersecurity/Quantum-Key-Distribution-QKD-and-Quantum-Cryptography-QC/,NSA Quantum Computing FAQ,citation,degraded,http_403,403,,,No,,,
2024-10-03-quantum-computing-defense.md,268,https://www.nsa.gov/Cybersecurity/Quantum-Key-Distribution-QKD-and-Quantum-Cryptography-QC/)**,,citation,degraded,http_403,403,,,No,,,
2024-10-03-quantum-computing-defense.md,269,https://www.etsi.org/technologies/quantum-safe-cryptography,ETSI Quantum Safe Cryptography,citation,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,269,https://www.etsi.org/technologies/quantum-safe-cryptography)**,,citation,broken,not_found,404,,,No,,,
2024-10-03-quantum-computing-defense.md,273,https://arxiv.org/abs/quant-ph/9508027,Shor's Algorithm,citation,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,273,https://arxiv.org/abs/quant-ph/9508027)**,,citation,broken,not_found,404,,,No,,,
2024-10-03-quantum-computing-defense.md,277,https://arxiv.org/abs/2105.12707,Post-Quantum Cryptography: Current state and quantum mitigation,citation,valid,,200,,,No,,,
2024-10-03-quantum-computing-defense.md,277,https://arxiv.org/abs/2105.12707)**,,citation,broken,not_found,404,,,No,,,
2024-12-03-context-windows-llms.md,262,https://www.anthropic.com/research,Anthropic's research on long-context language models,citation,valid,,200,,,No,,,
